"No.","Time","Source","Destination","Protocol","Length","Info"
"207","1.485062","150.171.22.17","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  6632 [ACK] Seq=2825 Ack=2104 Win=12582912 Len=1412 [TCP PDU reassembled in 208]"
"208","1.485062","150.171.22.17","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  6632 [ACK] Seq=1413 Ack=2104 Win=12582912 Len=1412"
"209","1.485164","192.168.18.44","150.171.22.17","TCP","54","6632  >  443 [ACK] Seq=2104 Ack=1413 Win=65280 Len=0"
"210","1.485204","192.168.18.44","150.171.22.17","TCP","66","[TCP Dup ACK 209#1] 6632  >  443 [ACK] Seq=2104 Ack=1413 Win=65280 Len=0 SLE=7061 SRE=8137"
"211","1.485217","192.168.18.44","150.171.22.17","TCP","66","[TCP Dup ACK 209#2] 6632  >  443 [ACK] Seq=2104 Ack=1413 Win=65280 Len=0 SLE=5649 SRE=8137"
"212","1.485231","192.168.18.44","150.171.22.17","TCP","66","[TCP Dup ACK 209#3] 6632  >  443 [ACK] Seq=2104 Ack=1413 Win=65280 Len=0 SLE=4237 SRE=8137"
"213","1.485243","192.168.18.44","150.171.22.17","TCP","66","[TCP Dup ACK 209#4] 6632  >  443 [ACK] Seq=2104 Ack=1413 Win=65280 Len=0 SLE=2825 SRE=8137"
"214","1.485260","192.168.18.44","150.171.22.17","TCP","54","6632  >  443 [ACK] Seq=2104 Ack=8137 Win=65280 Len=0"
"215","1.489152","192.168.18.44","150.171.22.17","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"216","1.489336","192.168.18.44","150.171.22.17","TLSv1.2","153","Application Data"
"217","1.489515","192.168.18.44","150.171.22.17","TLSv1.2","530","Application Data"
"218","1.520582","150.171.22.17","192.168.18.44","TCP","1466","[TCP Spurious Retransmission] 443  >  6632 [ACK] Seq=1413 Ack=2104 Win=12582912 Len=1412 [TCP PDU reassembled in 208]"
"219","1.520697","192.168.18.44","150.171.22.17","TCP","66","[TCP Dup ACK 214#1] 6632  >  443 [ACK] Seq=2837 Ack=8137 Win=65280 Len=0 SLE=1413 SRE=2825"
"220","1.524747","150.171.22.17","192.168.18.44","TCP","60","443  >  6632 [ACK] Seq=8137 Ack=2262 Win=12582656 Len=0"
"221","1.524747","150.171.22.17","192.168.18.44","TCP","60","443  >  6632 [ACK] Seq=8137 Ack=2361 Win=12582656 Len=0"
"222","1.524747","150.171.22.17","192.168.18.44","TCP","60","443  >  6632 [ACK] Seq=8137 Ack=2837 Win=12583680 Len=0"
"223","1.524747","150.171.22.17","192.168.18.44","TLSv1.2","396","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"224","1.524747","150.171.22.17","192.168.18.44","TLSv1.2","123","Application Data"
"225","1.524838","192.168.18.44","150.171.22.17","TCP","54","6632  >  443 [ACK] Seq=2837 Ack=8548 Win=65024 Len=0"
"226","1.525173","192.168.18.44","150.171.22.17","TLSv1.2","92","Application Data"
"227","1.537846","HuaweiTechno_70:ea:84","Broadcast","ARP","60","Who has 192.168.18.81? Tell 192.168.18.1"
"228","1.537886","HuaweiTechno_70:ea:84","Broadcast","ARP","60","Who has 192.168.18.52? Tell 192.168.18.1"
"229","1.563093","150.171.22.17","192.168.18.44","TLSv1.2","92","Application Data"
"230","1.563093","150.171.22.17","192.168.18.44","TCP","60","443  >  6632 [ACK] Seq=8586 Ack=2875 Win=12583680 Len=0"
"231","1.612457","192.168.18.44","150.171.22.17","TCP","54","6632  >  443 [ACK] Seq=2875 Ack=8586 Win=65024 Len=0"
"232","1.759813","150.171.22.17","192.168.18.44","TCP","1466","443  >  6632 [ACK] Seq=8586 Ack=2875 Win=12583680 Len=1412 [TCP PDU reassembled in 236]"
"233","1.759813","150.171.22.17","192.168.18.44","TLSv1.2","570","[TCP Previous segment not captured] , Application Data"
"234","1.759813","150.171.22.17","192.168.18.44","TCP","1466","[TCP Out-Of-Order] 443  >  6632 [ACK] Seq=9998 Ack=2875 Win=12583680 Len=1412 [TCP PDU reassembled in 236]"
"235","1.759813","150.171.22.17","192.168.18.44","TLSv1.2","92","Application Data"
"236","1.759813","150.171.22.17","192.168.18.44","TCP","1172","[TCP Out-Of-Order] 443  >  6632 [PSH, ACK] Seq=11410 Ack=2875 Win=12583680 Len=1118"
"237","1.759970","192.168.18.44","150.171.22.17","TCP","66","6632  >  443 [ACK] Seq=2875 Ack=9998 Win=65280 Len=0 SLE=12528 SRE=13044"
"238","1.760040","192.168.18.44","150.171.22.17","TCP","66","6632  >  443 [ACK] Seq=2875 Ack=11410 Win=65280 Len=0 SLE=12528 SRE=13044"
"239","1.760134","192.168.18.44","150.171.22.17","TCP","66","[TCP Dup ACK 238#1] 6632  >  443 [ACK] Seq=2875 Ack=11410 Win=65280 Len=0 SLE=12528 SRE=13082"
"240","1.760172","192.168.18.44","150.171.22.17","TCP","54","6632  >  443 [ACK] Seq=2875 Ack=13082 Win=65280 Len=0"
"241","1.763367","192.168.18.44","57.155.48.216","TCP","54","3198  >  443 [FIN, ACK] Seq=4409 Ack=12191 Win=65280 Len=0"
"242","1.764180","192.168.18.44","150.171.22.17","TCP","54","6632  >  443 [FIN, ACK] Seq=2875 Ack=13082 Win=65280 Len=0"
"243","1.798511","150.171.22.17","192.168.18.44","TCP","60","443  >  6632 [ACK] Seq=13082 Ack=2876 Win=12583680 Len=0"
"244","1.800305","150.171.22.17","192.168.18.44","TCP","60","443  >  6632 [FIN, ACK] Seq=13082 Ack=2876 Win=12583680 Len=0"
"245","1.800373","192.168.18.44","150.171.22.17","TCP","54","6632  >  443 [ACK] Seq=2876 Ack=13083 Win=65280 Len=0"
"246","1.801885","57.155.48.216","192.168.18.44","TCP","60","443  >  3198 [FIN, ACK] Seq=12191 Ack=4410 Win=61440 Len=0"
"247","1.801938","192.168.18.44","57.155.48.216","TCP","54","3198  >  443 [ACK] Seq=4410 Ack=12192 Win=65280 Len=0"
"248","2.175769","Ubiquiti_23:37:8b","Broadcast","ARP","60","Who has 192.168.18.222? Tell 192.168.18.2"
"249","2.482345","HuaweiTechno_70:ea:84","Broadcast","ARP","60","Who has 192.168.18.81? Tell 192.168.18.1"
"250","2.482430","HuaweiTechno_70:ea:84","Broadcast","ARP","60","Who has 192.168.18.52? Tell 192.168.18.1"
"251","2.610471","192.168.18.44","216.239.38.120","UDP","71","55281  >  443 Len=29"
"252","2.610945","192.168.18.44","216.239.38.120","UDP","71","55281  >  443 Len=29"
"253","2.636690","192.168.18.44","216.239.38.120","UDP","71","55281  >  443 Len=29"
"254","2.653337","192.168.18.44","216.239.38.120","UDP","71","55281  >  443 Len=29"
"255","2.668571","216.239.38.120","192.168.18.44","UDP","69","443  >  55281 Len=27"
"256","2.668571","216.239.38.120","192.168.18.44","UDP","67","443  >  55281 Len=25"
"257","2.684915","216.239.38.120","192.168.18.44","UDP","67","443  >  55281 Len=25"
"258","2.746513","192.168.18.44","20.189.173.28","TLSv1.2","507","Application Data"
"259","2.746972","192.168.18.44","20.189.173.28","TCP","1466","48925  >  443 [ACK] Seq=454 Ack=1 Win=1024 Len=1412 [TCP PDU reassembled in 260]"
"260","2.746972","192.168.18.44","20.189.173.28","TLSv1.2","315","Application Data"
"261","2.775670","192.168.18.44","216.239.38.120","UDP","1288","55281  >  443 Len=1246"
"262","2.775857","192.168.18.44","216.239.38.120","UDP","1118","55281  >  443 Len=1076"
"263","2.805215","216.239.38.120","192.168.18.44","UDP","71","443  >  55281 Len=29"
"264","2.807948","192.168.18.44","4.213.25.242","TLSv1.2","153","Application Data"
"265","2.815618","192.168.18.44","216.239.38.120","UDP","304","55281  >  443 Len=262"
"266","2.829168","216.239.38.120","192.168.18.44","UDP","1238","443  >  55281 Len=1196"
"267","2.836775","192.168.18.44","74.125.68.113","QUIC","1292","Initial, DCID=1c2bce466587cc6f, PKN: 1, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, PING, PING, PING, PADDING, PING, CRYPTO, PING, CRYPTO, PADDING, PING, PADDING, CRYPTO, CRYPTO, PADDING"
"268","2.836947","192.168.18.44","74.125.68.113","QUIC","1292","Initial, DCID=1c2bce466587cc6f, PKN: 2, PADDING, CRYPTO, PING, PING, PADDING, CRYPTO, PADDING, PING, PADDING, PING, PING, PING, CRYPTO, PING, PING"
"269","2.837196","192.168.18.44","74.125.68.113","QUIC","121","0-RTT, DCID=1c2bce466587cc6f"
"270","2.840456","192.168.18.44","216.239.38.120","UDP","242","55281  >  443 Len=200"
"271","2.865697","74.125.68.113","192.168.18.44","QUIC","82","Initial, SCID=fc2bce466587cc6f, PKN: 1, ACK"
"272","2.865697","74.125.68.113","192.168.18.44","QUIC","1292","Initial, SCID=fc2bce466587cc6f, PKN: 2, ACK, PADDING"
"273","2.865697","74.125.68.113","192.168.18.44","QUIC","1292","Initial, SCID=fc2bce466587cc6f, PKN: 3, CRYPTO, PADDING"
"274","2.865697","74.125.68.113","192.168.18.44","QUIC","976","Protected Payload (KP0)"
"275","2.865697","74.125.68.113","192.168.18.44","QUIC","318","Protected Payload (KP0)"
"276","2.865697","216.239.38.120","192.168.18.44","UDP","70","443  >  55281 Len=28"
"277","2.866823","192.168.18.44","74.125.68.113","QUIC","151","Protected Payload (KP0), DCID=fc2bce466587cc6f"
"278","2.867160","192.168.18.44","74.125.68.113","QUIC","651","Protected Payload (KP0), DCID=fc2bce466587cc6f"
"279","2.868213","192.168.18.44","192.168.18.1","DNS","74","Standard query 0x14c3 HTTPS www.google.com"
"280","2.868568","192.168.18.44","192.168.18.1","DNS","74","Standard query 0xacd2 A www.google.com"
"281","2.876778","192.168.18.1","192.168.18.44","DNS","205","Standard query response 0x14c3 HTTPS www.google.com CNAME forcesafesearch.google.com SOA ns1.google.com SOA rpz.google.zone"
"282","2.876778","192.168.18.1","192.168.18.44","DNS","171","Standard query response 0xacd2 A www.google.com CNAME forcesafesearch.google.com A 216.239.38.120 SOA rpz.google.zone"
"283","2.878761","192.168.18.44","216.239.38.120","QUIC","1292","Initial, DCID=a7ac695fa41b525d, PKN: 1, CRYPTO, CRYPTO, PING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PING"
"284","2.878980","192.168.18.44","216.239.38.120","QUIC","1292","Initial, DCID=a7ac695fa41b525d, PKN: 2, PING, CRYPTO, PADDING, PING, PING, PING, CRYPTO, CRYPTO, PADDING, PING, PING, CRYPTO, PING, CRYPTO"
"285","2.879315","192.168.18.44","216.239.38.120","QUIC","123","0-RTT, DCID=a7ac695fa41b525d"
"286","2.879730","192.168.18.44","216.239.38.120","QUIC","352","0-RTT, DCID=a7ac695fa41b525d"
"287","2.891579","216.239.38.120","192.168.18.44","UDP","1288","443  >  55281 Len=1246"
"288","2.891579","216.239.38.120","192.168.18.44","UDP","208","443  >  55281 Len=166"
"289","2.891579","74.125.68.113","192.168.18.44","QUIC","67","Protected Payload (KP0)"
"290","2.891579","4.213.25.242","192.168.18.44","TLSv1.2","223","Application Data"
"291","2.891579","216.239.38.120","192.168.18.44","UDP","67","443  >  55281 Len=25"
"292","2.891579","216.239.38.120","192.168.18.44","UDP","183","443  >  55281 Len=141"
"293","2.892475","192.168.18.44","216.239.38.120","UDP","78","55281  >  443 Len=36"
"294","2.892671","192.168.18.44","216.239.38.120","UDP","73","55281  >  443 Len=31"
"295","2.894896","74.125.68.113","192.168.18.44","QUIC","162","Protected Payload (KP0)"
"296","2.901659","74.125.68.113","192.168.18.44","QUIC","71","Protected Payload (KP0)"
"297","2.901659","74.125.68.113","192.168.18.44","QUIC","63","Protected Payload (KP0)"
"298","2.901659","74.125.68.113","192.168.18.44","QUIC","631","Protected Payload (KP0)"
"299","2.902017","192.168.18.44","74.125.68.113","QUIC","74","Protected Payload (KP0), DCID=fc2bce466587cc6f"
"300","2.902154","192.168.18.44","74.125.68.113","QUIC","75","Protected Payload (KP0), DCID=fc2bce466587cc6f"
"301","2.902383","192.168.18.44","74.125.68.113","QUIC","77","Protected Payload (KP0), DCID=fc2bce466587cc6f"
"302","2.907933","216.239.38.120","192.168.18.44","QUIC","82","Initial, SCID=e7ac695fa41b525d, PKN: 1, ACK"
"303","2.907933","216.239.38.120","192.168.18.44","QUIC","1292","Initial, SCID=e7ac695fa41b525d, PKN: 2, ACK, PADDING"
"304","2.907933","216.239.38.120","192.168.18.44","QUIC","1292","Initial, SCID=e7ac695fa41b525d, PKN: 3, CRYPTO, PADDING"
"305","2.907933","216.239.38.120","192.168.18.44","QUIC","66","Protected Payload (KP0)"
"306","2.907933","216.239.38.120","192.168.18.44","QUIC","666","Protected Payload (KP0)"
"307","2.907933","216.239.38.120","192.168.18.44","QUIC","668","Protected Payload (KP0)"
"308","2.907933","216.239.38.120","192.168.18.44","QUIC","441","Protected Payload (KP0)"
"309","2.908925","192.168.18.44","216.239.38.120","QUIC","120","Handshake, DCID=e7ac695fa41b525d"
"310","2.909140","192.168.18.44","216.239.38.120","QUIC","75","Protected Payload (KP0), DCID=e7ac695fa41b525d"
"311","2.909355","192.168.18.44","216.239.38.120","QUIC","74","Protected Payload (KP0), DCID=e7ac695fa41b525d"
"312","2.914908","216.239.38.120","192.168.18.44","UDP","1288","443  >  55281 Len=1246"
"313","2.914908","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"314","2.914908","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"315","2.914908","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"316","2.915421","192.168.18.44","216.239.38.120","UDP","77","55281  >  443 Len=35"
"317","2.915848","192.168.18.44","216.239.38.120","UDP","73","55281  >  443 Len=31"
"318","2.926235","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"319","2.926615","192.168.18.44","216.239.38.120","UDP","73","55281  >  443 Len=31"
"320","2.928228","216.239.38.120","192.168.18.44","QUIC","306","Protected Payload (KP0)"
"321","2.928228","216.239.38.120","192.168.18.44","QUIC","127","Protected Payload (KP0)"
"322","2.928538","192.168.18.44","216.239.38.120","QUIC","75","Protected Payload (KP0), DCID=e7ac695fa41b525d"
"323","2.928684","192.168.18.44","216.239.38.120","QUIC","73","Protected Payload (KP0), DCID=e7ac695fa41b525d"
"324","2.931054","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"325","2.935548","216.239.38.120","192.168.18.44","QUIC","162","Protected Payload (KP0)"
"326","2.935548","216.239.38.120","192.168.18.44","QUIC","569","Protected Payload (KP0)"
"327","2.935580","192.168.18.44","4.213.25.242","TCP","54","49584  >  443 [ACK] Seq=100 Ack=170 Win=254 Len=0"
"328","2.936229","192.168.18.44","216.239.38.120","QUIC","77","Protected Payload (KP0), DCID=e7ac695fa41b525d"
"329","2.939456","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"330","2.939755","192.168.18.44","216.239.38.120","UDP","73","55281  >  443 Len=31"
"331","2.947116","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"332","2.952364","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"333","2.952364","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"334","2.952663","192.168.18.44","216.239.38.120","UDP","73","55281  >  443 Len=31"
"335","2.956502","74.125.68.113","192.168.18.44","QUIC","66","Protected Payload (KP0)"
"336","2.958559","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"337","2.958559","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"338","2.958559","20.189.173.28","192.168.18.44","TCP","60","443  >  48925 [ACK] Seq=1 Ack=2127 Win=16386 Len=0"
"339","2.958839","192.168.18.44","216.239.38.120","UDP","73","55281  >  443 Len=31"
"340","2.963581","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"341","2.963581","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"342","2.963858","192.168.18.44","216.239.38.120","UDP","73","55281  >  443 Len=31"
"343","2.966605","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"344","2.966605","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"345","2.966897","192.168.18.44","216.239.38.120","UDP","73","55281  >  443 Len=31"
"346","2.968725","192.168.18.44","216.239.38.120","UDP","485","55281  >  443 Len=443"
"347","2.971548","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"348","2.971548","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"349","2.971816","192.168.18.44","216.239.38.120","UDP","73","55281  >  443 Len=31"
"350","2.975909","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"351","2.975909","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"352","2.976192","192.168.18.44","216.239.38.120","UDP","73","55281  >  443 Len=31"
"353","2.980622","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"354","2.980622","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"355","2.981040","192.168.18.44","216.239.38.120","UDP","73","55281  >  443 Len=31"
"356","2.990049","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"357","2.990049","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"358","2.990049","216.239.38.120","192.168.18.44","QUIC","66","Protected Payload (KP0)"
"359","2.990049","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"360","2.990049","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"361","2.990428","192.168.18.44","216.239.38.120","UDP","73","55281  >  443 Len=31"
"362","2.990546","192.168.18.44","216.239.38.120","UDP","73","55281  >  443 Len=31"
"363","2.993463","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"364","2.993463","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"365","2.993813","192.168.18.44","216.239.38.120","UDP","73","55281  >  443 Len=31"
"366","2.994999","216.239.38.120","192.168.18.44","UDP","83","443  >  55281 Len=41"
"367","2.994999","216.239.38.120","192.168.18.44","UDP","1292","443  >  55281 Len=1250"
"368","3.005928","192.168.18.44","34.95.0.29","TLSv1.2","130","Application Data"
"369","3.006013","192.168.18.44","34.95.0.29","TLSv1.2","100","Application Data"
"370","3.006045","192.168.18.44","34.95.0.29","TLSv1.2","1033","Application Data"
"371","3.029305","192.168.18.44","216.239.38.120","UDP","74","55281  >  443 Len=32"
"372","3.061341","216.239.38.120","192.168.18.44","UDP","1288","443  >  55281 Len=1246"
"373","3.061341","216.239.38.120","192.168.18.44","UDP","536","443  >  55281 Len=494"
"374","3.062510","216.239.38.120","192.168.18.44","UDP","68","443  >  55281 Len=26"
"375","3.062510","216.239.38.120","192.168.18.44","UDP","188","443  >  55281 Len=146"
"376","3.063603","192.168.18.44","216.239.38.120","UDP","77","55281  >  443 Len=35"
"377","3.063897","192.168.18.44","216.239.38.120","UDP","73","55281  >  443 Len=31"
"378","3.065552","192.168.18.44","192.168.18.1","DNS","75","Standard query 0x6bd8 HTTPS www.youtube.com"
"379","3.066386","192.168.18.44","192.168.18.1","DNS","75","Standard query 0x69f6 A www.youtube.com"
"380","3.073884","192.168.18.1","192.168.18.44","DNS","127","Standard query response 0x6bd8 HTTPS www.youtube.com CNAME youtube-ui.l.google.com HTTPS"
"381","3.073884","Ubiquiti_23:37:8b","Broadcast","ARP","60","Who has 192.168.18.222? Tell 192.168.18.2"
"382","3.078377","192.168.18.1","192.168.18.44","DNS","368","Standard query response 0x69f6 A www.youtube.com CNAME youtube-ui.l.google.com A 172.217.194.93 A 172.217.70.190 A 172.217.194.190 A 74.125.24.190 A 172.253.118.93 A 74.125.24.136 A 64.233.170.93 A 172.217.194.136 A 64.233.170.91 A 74.125.24.91 A 74.125.24.93 A 172.253.118.91 A 172.217.194.91 A 172.253.144.190 A 172.253.118.190 A 172.253.118.136"
"383","3.086629","192.168.18.44","172.217.194.93","QUIC","1292","Initial, DCID=8c5d848af07c4437, PKN: 1, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PING, PADDING"
"384","3.086907","192.168.18.44","172.217.194.93","QUIC","1292","Initial, DCID=8c5d848af07c4437, PKN: 2, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO"
"385","3.087190","192.168.18.44","172.217.194.93","QUIC","117","0-RTT, DCID=8c5d848af07c4437"
"386","3.089042","192.168.18.44","172.217.194.93","QUIC","1288","0-RTT, DCID=8c5d848af07c4437"
"387","3.089191","192.168.18.44","172.217.194.93","QUIC","1292","0-RTT, DCID=8c5d848af07c4437"
"388","3.089308","192.168.18.44","172.217.194.93","QUIC","379","0-RTT, DCID=8c5d848af07c4437"
"389","3.089367","192.168.18.44","172.217.194.93","QUIC","141","0-RTT, DCID=8c5d848af07c4437"
"390","3.096313","192.168.18.44","216.239.38.120","UDP","71","55281  >  443 Len=29"
"391","3.113896","172.217.194.93","192.168.18.44","QUIC","82","Initial, SCID=ec5d848af07c4437, PKN: 1, ACK"
"392","3.113896","172.217.194.93","192.168.18.44","QUIC","1292","Initial, SCID=ec5d848af07c4437, PKN: 2, ACK, PADDING"
"393","3.113896","172.217.194.93","192.168.18.44","QUIC","1292","Initial, SCID=ec5d848af07c4437, PKN: 3, CRYPTO, PADDING"
"394","3.113896","172.217.194.93","192.168.18.44","QUIC","323","Protected Payload (KP0)"
"395","3.113896","172.217.194.93","192.168.18.44","QUIC","986","Protected Payload (KP0)"
"396","3.113896","172.217.194.93","192.168.18.44","QUIC","66","Protected Payload (KP0)"
"397","3.114844","192.168.18.44","172.217.194.93","QUIC","120","Handshake, DCID=ec5d848af07c4437"
"398","3.114996","192.168.18.44","172.217.194.93","QUIC","73","Protected Payload (KP0), DCID=ec5d848af07c4437"
